BUY/SELL	price order    order ID
BUY		99.25			1053
BUY		99.25			1311
SELL		100.74		1362
BUY		99.25			1884
BUY		99.25			2160
SELL		100.74		1410
BUY		99.25			2466
SELL		100.74		1486
SELL		100.74		1693
SELL		100.74		1792
BUY		99.24			1066
BUY		99.24			1286
SELL		100.74		2297
SELL		100.75		1325
BUY		99.24			1301
BUY		99.23			2222
SELL		100.75		1611
BUY		99.23			2432
SELL		100.75		1856
BUY		99.22			1397
SELL		100.75		1898
BUY		99.22			1883
SELL		100.75		1964
BUY		99.22			1940
BUY		99.21			1501
BUY		99.2			1745
SELL		100.75		2018
BUY		99.2			1983
SELL		100.75		2337
SELL		100.76		1888
BUY		99.2			2414
BUY		99.2			2470
SELL		100.76		2243
BUY		99.19			1239
BUY		99.19			1357
SELL		100.77		1578
BUY		99.19			1484
SELL		100.77		2457
BUY		99.19			1696
SELL		100.78		1661
BUY		99.19			1718
SELL		100.78		2044
SELL		100.78		2114
BUY		99.19			1957
BUY		99.19			2266
SELL		100.79		2221
BUY		99.18			1498
SELL		100.8		1626
BUY		99.18			2452
BUY		99.17			1340
BUY		99.17			2433
SELL		100.8		1989
SELL		100.8		2472
SELL		100.81		2120
BUY		99.17			2455
BUY		99.16			1530
SELL		100.81		2527
BUY		99.16			1786
SELL		100.83		1099
BUY		99.15			1132
BUY		99.15			1628
SELL		100.84		1055
SELL		100.84		1276
SELL		100.84		1976
SELL		100.84		2005
BUY		99.15			2077
SELL		100.85		1179
BUY		99.14			1438
BUY		99.14			1715
SELL		100.85		1205
SELL		100.85		1942
SELL		100.85		2356
BUY		99.14			1750
BUY		99.14			1851
BUY		99.14			2327
SELL		100.86		1588
SELL		100.86		2314
BUY		99.14			2439
SELL		100.87		1246
BUY		99.13			1065
SELL		100.87		1566
BUY		99.13			1405
BUY		99.13			1594
SELL		100.87		1923
BUY		99.12			1562
BUY		99.11			1797
SELL		100.87		2121
BUY		99.11			2173
SELL		100.87		2309
SELL		100.88		1844
BUY		99.1			1057
BUY		99.1			1135
SELL		100.88		2116
SELL		100.89		1257
BUY		99.1			1620
SELL		100.89		1476
BUY		99.09			1058
SELL		100.89		1657
BUY		99.09			1315
SELL		100.89		1828
SELL		100.89		2319
BUY		99.09			1641
SELL		100.89		2459
SELL		100.9		1137
SELL		100.91		1490
BUY		99.09			1914
SELL		100.91		1909
BUY		99.08			1702
SELL		100.92		1178
BUY		99.08			1994
SELL		100.92		1706
BUY		99.08			2346
BUY		99.07			1123
SELL		100.92		1982
SELL		100.92		2031
BUY		99.07			1404
BUY		99.06			1091
BUY		99.06			1446
SELL		100.93		1074
SELL		100.93		1258
BUY		99.06			2169
BUY		99.06			2285
SELL		100.93		1477
BUY		99.04			1272
BUY		99.04			1478
SELL		100.93		1634
BUY		99.04			1980
SELL		100.93		2100
SELL		100.93		2237
BUY		99.04			2028
SELL		100.93		2265
BUY		99.04			2389
SELL		100.94		1174
SELL		100.94		1567
SELL		100.94		1665
BUY		99.03			1434
SELL		100.95		1779
SELL		100.96		2197
BUY		99.03			1721
BUY		99.02			1363
SELL		100.97		1603
BUY		99.02			1690
SELL		100.97		1729
SELL		100.97		1748
BUY		99.02			2061
SELL		100.97		1892
BUY		99.02			2245
SELL		100.97		2074
BUY		99.01			1926
SELL		100.97		2429
BUY		99.0			1288
SELL		100.99		1780
BUY		99.0			1767
BUY		99.0			2380
SELL		100.99		1973
SELL		101.0		1066
BUY		98.99			2045
SELL		101.0		1181
BUY		98.99			2226
BUY		98.98			1193
SELL		101.0		1814
SELL		101.0		2445
BUY		98.98			2027
BUY		98.97			1271
SELL		101.01		1036
SELL		101.02		1638
SELL		101.02		2126
BUY		98.97			1388
SELL		101.03		2316
BUY		98.96			1707
BUY		98.96			1843
SELL		101.03		2381
BUY		98.96			2329
SELL		101.04		1268
SELL		101.04		1716
BUY		98.95			1482
BUY		98.95			2163
SELL		101.04		2111
BUY		98.95			2411
SELL		101.05		1616
BUY		98.95			2424
SELL		101.05		1991
SELL		101.06		1492
BUY		98.93			1196
SELL		101.06		2166
BUY		98.93			1407
BUY		98.93			2274
SELL		101.06		2222
BUY		98.93			2280
SELL		101.07		1419
BUY		98.91			1319
BUY		98.91			1913
BUY		98.91			2128
SELL		101.07		2138
BUY		98.9			1950
SELL		101.07		2471
SELL		101.08		1126
BUY		98.89			1477
BUY		98.88			1108
SELL		101.09		1136
SELL		101.09		2449
BUY		98.88			1753
SELL		101.1		1324
BUY		98.88			2219
BUY		98.87			1136
SELL		101.1		1919
SELL		101.1		2338
BUY		98.87			1516
SELL		101.1		2451
BUY		98.87			1730
BUY		98.87			1939
BUY		98.86			1085
SELL		101.11		1368
SELL		101.11		1497
SELL		101.11		1703
SELL		101.12		1437
BUY		98.86			1967
SELL		101.12		1501
SELL		101.12		1637
BUY		98.86			2162
SELL		101.12		2047
BUY		98.86			2199
SELL		101.12		2089
BUY		98.85			1861
SELL		101.12		2147
BUY		98.84			2139
BUY		98.84			2246
SELL		101.13		1316
BUY		98.84			2304
SELL		101.13		2068
SELL		101.14		1215
BUY		98.84			2436
SELL		101.14		1260
SELL		101.14		1602
BUY		98.83			1408
SELL		101.14		1659
BUY		98.83			1972
BUY		98.82			1630
SELL		101.14		1671
BUY		98.82			2213
SELL		101.14		1883
SELL		101.14		2025
BUY		98.81			1168
BUY		98.81			1346
SELL		101.15		2284
BUY		98.81			1743
SELL		101.16		1054
BUY		98.81			1858
SELL		101.16		1887
SELL		101.16		1926
BUY		98.81			2269
SELL		101.17		1336
SELL		101.17		2464
BUY		98.8			1093
SELL		101.18		1250
SELL		101.18		2107
BUY		98.8			1523
SELL		101.18		2129
BUY		98.8			1578
BUY		98.8			1803
SELL		101.2		1760
SELL		101.2		2256
BUY		98.8			2103
SELL		101.21		1209
SELL		101.21		1775
BUY		98.8			2298
BUY		98.79			1131
SELL		101.21		1893
BUY		98.79			1401
SELL		101.22		1143
BUY		98.79			1666
SELL		101.22		2102
BUY		98.79			1832
SELL		101.22		2113
BUY		98.78			1698
BUY		98.78			1899
BUY		98.78			1986
SELL		101.22		2142
BUY		98.76			1965
BUY		98.76			2441
SELL		101.22		2208
SELL		101.23		1026
SELL		101.23		1034
SELL		101.23		1345
SELL		101.23		1643
BUY		98.75			1528
SELL		101.23		1656
SELL		101.24		1110
BUY		98.75			1656
BUY		98.75			1875
SELL		101.25		1213
BUY		98.75			2361
SELL		101.25		1440
BUY		98.74			1601
SELL		101.25		1457
BUY		98.74			1951
SELL		101.25		1924
SELL		101.25		2207
BUY		98.74			2020
SELL		101.26		1177
BUY		98.72			1545
SELL		101.26		2244
BUY		98.72			2181
BUY		98.72			2296
SELL		101.26		2328
SELL		101.27		1125
BUY		98.72			2359
SELL		101.27		1447
BUY		98.71			1228
SELL		101.27		1516
BUY		98.71			1521
SELL		101.27		1755
BUY		98.71			1635
BUY		98.71			1874
BUY		98.7			1062
SELL		101.27		1794
BUY		98.7			1257
SELL		101.27		2035
SELL		101.27		2419
SELL		101.28		1743
BUY		98.7			1614
SELL		101.28		1935
BUY		98.7			2149
SELL		101.28		2057
BUY		98.69			1186
SELL		101.28		2169
SELL		101.3		1607
BUY		98.69			1800
SELL		101.3		1673
BUY		98.69			1802
SELL		101.3		1881
BUY		98.69			2302
SELL		101.3		2434
SELL		101.31		1159
BUY		98.68			1836
BUY		98.68			2147
SELL		101.31		2001
SELL		101.31		2071
SELL		101.31		2272
BUY		98.67			1395
SELL		101.31		2418
BUY		98.67			1646
BUY		98.67			2369
SELL		101.32		1035
BUY		98.66			1119
SELL		101.32		1120
BUY		98.66			1602
SELL		101.32		1232
SELL		101.32		1433
BUY		98.64			1167
BUY		98.64			1678
BUY		98.64			1974
SELL		101.32		1862
BUY		98.64			2112
SELL		101.32		2267
BUY		98.64			2215
SELL		101.32		2438
BUY		98.64			2348
SELL		101.33		1118
BUY		98.64			2354
BUY		98.63			1492
SELL		101.33		2128
BUY		98.62			1687
SELL		101.34		1508
BUY		98.62			1878
BUY		98.62			1910
SELL		101.34		1850
BUY		98.62			2151
SELL		101.35		1133
BUY		98.62			2312
BUY		98.62			2453
SELL		101.35		2376
BUY		98.61			1766
BUY		98.6			2157
SELL		101.35		2421
BUY		98.59			1161
SELL		101.36		1196
BUY		98.59			2406
SELL		101.36		1692
BUY		98.58			1317
BUY		98.58			1502
SELL		101.36		2410
BUY		98.58			1610
BUY		98.58			2019
SELL		101.37		1112
SELL		101.37		1612
SELL		101.37		2168
BUY		98.58			2030
BUY		98.57			1771
SELL		101.38		1152
BUY		98.57			2193
SELL		101.38		2027
BUY		98.57			2292
SELL		101.38		2203
BUY		98.56			2339
SELL		101.39		1725
SELL		101.39		2201
BUY		98.55			1369
SELL		101.4		1229
BUY		98.54			1183
SELL		101.4		1262
BUY		98.54			2405
BUY		98.53			1860
SELL		101.4		2287
BUY		98.52			1810
SELL		101.41		1327
BUY		98.52			2435
BUY		98.51			1254
SELL		101.41		1352
SELL		101.42		1473
SELL		101.42		1639
BUY		98.51			1310
SELL		101.42		2475
BUY		98.51			2249
BUY		98.51			2417
SELL		101.43		1570
BUY		98.5			1732
SELL		101.43		1957
SELL		101.43		2495
BUY		98.5			1763
SELL		101.44		1396
BUY		98.5			2142
SELL		101.44		1467
BUY		98.5			2244
SELL		101.44		2124
SELL		101.45		1524
BUY		98.49			1068
SELL		101.45		1652
SELL		101.45		1931
SELL		101.45		2034
BUY		98.49			2300
SELL		101.45		2268
SELL		101.45		2473
BUY		98.48			1178
BUY		98.47			1316
BUY		98.47			1814
SELL		101.46		1217
SELL		101.46		1310
BUY		98.46			2413
BUY		98.45			1737
SELL		101.46		1532
SELL		101.47		1231
SELL		101.47		1384
BUY		98.44			1158
SELL		101.47		1821
BUY		98.44			1493
SELL		101.47		1853
SELL		101.48		1399
BUY		98.44			2289
SELL		101.48		2302
BUY		98.43			1541
SELL		101.48		2458
SELL		101.49		1681
BUY		98.43			1959
SELL		101.49		1869
BUY		98.43			2272
SELL		101.49		2460
BUY		98.42			2113
BUY		98.42			2214
SELL		101.49		2491
BUY		98.41			1242
SELL		101.5		1105
SELL		101.5		1448
BUY		98.41			1467
SELL		101.5		1944
SELL		101.5		2271
BUY		98.41			1675
SELL		101.51		1699
BUY		98.41			2211
SELL		101.52		1189
SELL		101.52		1402
BUY		98.4			2054
BUY		98.4			2395
SELL		101.52		1824
BUY		98.39			2271
SELL		101.53		1186
SELL		101.53		1373
BUY		98.39			2462
SELL		101.53		1512
BUY		98.38			1968
BUY		98.38			2008
SELL		101.53		1740
BUY		98.38			2164
SELL		101.53		1752
BUY		98.37			1366
BUY		98.37			1637
SELL		101.53		2160
BUY		98.37			1669
BUY		98.37			1777
SELL		101.55		1030
SELL		101.55		1298
BUY		98.36			1344
SELL		101.55		1829
BUY		98.36			1852
BUY		98.36			1917
BUY		98.35			1231
SELL		101.56		1129
BUY		98.35			1510
SELL		101.56		1424
SELL		101.56		1677
BUY		98.35			1640
SELL		101.56		1691
BUY		98.35			2167
SELL		101.56		1933
BUY		98.35			2370
SELL		101.56		2048
SELL		101.56		2078
SELL		101.57		1769
BUY		98.34			2225
BUY		98.33			1261
SELL		101.57		1796
BUY		98.33			2073
SELL		101.57		2092
SELL		101.57		2122
BUY		98.33			2116
SELL		101.57		2423
BUY		98.32			1227
SELL		101.58		1039
SELL		101.58		1180
BUY		98.32			1670
BUY		98.32			2100
BUY		98.32			2152
SELL		101.58		1583
BUY		98.32			2236
SELL		101.58		2374
BUY		98.31			1877
SELL		101.58		2382
BUY		98.31			1893
BUY		98.31			2029
BUY		98.31			2243
SELL		101.59		1176
SELL		101.59		1695
BUY		98.3			1080
BUY		98.3			1555
SELL		101.59		1727
SELL		101.59		1861
BUY		98.3			1618
SELL		101.59		2440
BUY		98.29			1170
BUY		98.29			1324
SELL		101.59		2508
BUY		98.29			2046
SELL		101.6		1254
BUY		98.28			1359
SELL		101.6		1494
SELL		101.6		1533
BUY		98.28			1823
SELL		101.6		1841
BUY		98.28			2093
BUY		98.27			1504
SELL		101.6		2096
BUY		98.27			1778
BUY		98.26			1699
SELL		101.61		1081
BUY		98.26			2373
SELL		101.61		1267
SELL		101.61		1519
SELL		101.61		1698
BUY		98.25			1230
SELL		101.63		1443
BUY		98.25			1912
SELL		101.63		1667
BUY		98.25			2011
BUY		98.25			2082
BUY		98.25			2087
SELL		101.63		1795
BUY		98.24			1435
SELL		101.63		2133
SELL		101.63		2409
BUY		98.24			2034
SELL		101.64		1894
BUY		98.23			1794
SELL		101.64		2191
BUY		98.23			1896
BUY		98.23			2328
SELL		101.65		1166
BUY		98.23			2412
SELL		101.65		2041
BUY		98.23			2464
BUY		98.21			1188
BUY		98.21			1818
SELL		101.66		1930
BUY		98.21			1905
BUY		98.2			1606
SELL		101.67		1535
SELL		101.67		1915
BUY		98.19			1323
SELL		101.67		2412
SELL		101.68		1041
BUY		98.19			1655
SELL		101.68		1762
BUY		98.19			2263
SELL		101.68		2105
BUY		98.19			2287
BUY		98.18			1400
SELL		101.68		2346
SELL		101.69		1830
SELL		101.69		2234
BUY		98.18			1708
SELL		101.69		2312
SELL		101.69		2334
SELL		101.69		2416
BUY		98.17			1049
BUY		98.17			2088
SELL		101.7		1425
SELL		101.7		1436
BUY		98.16			1175
BUY		98.16			1564
SELL		101.7		1728
BUY		98.16			2060
BUY		98.16			2196
BUY		98.16			2321
SELL		101.7		1971
BUY		98.15			1051
SELL		101.7		2294
BUY		98.15			1143
SELL		101.71		1951
SELL		101.71		2479
BUY		98.15			2016
SELL		101.72		1251
BUY		98.15			2229
SELL		101.72		1453
SELL		101.72		2476
BUY		98.14			1166
SELL		101.73		1263
BUY		98.14			1487
BUY		98.14			1565
SELL		101.73		1507
SELL		101.75		1481
SELL		101.75		2238
BUY		98.13			1394
BUY		98.13			1700
SELL		101.76		1103
BUY		98.12			1087
SELL		101.76		1442
BUY		98.12			1552
SELL		101.76		1574
BUY		98.11			2096
SELL		101.76		1678
SELL		101.76		1682
SELL		101.76		1751
BUY		98.1			1293
SELL		101.77		1064
BUY		98.1			1392
SELL		101.77		1085
BUY		98.1			1783
SELL		101.77		1800
BUY		98.1			2057
BUY		98.1			2216
SELL		101.77		1911
BUY		98.1			2467
SELL		101.77		2070
BUY		98.1			2468
BUY		98.09			1427
BUY		98.08			2059
SELL		101.78		2252
BUY		98.08			2071
BUY		98.07			1308
BUY		98.07			1755
SELL		101.78		2480
BUY		98.07			2207
BUY		98.06			1082
SELL		101.79		1882
BUY		98.06			1255
SELL		101.79		2254
BUY		98.06			1304
BUY		98.06			2089
SELL		101.8		1465
BUY		98.06			2331
SELL		101.8		1772
SELL		101.81		1033
SELL		101.81		1042
SELL		101.81		1636
SELL		101.82		1114
BUY		98.05			1260
BUY		98.05			1439
SELL		101.82		1193
BUY		98.05			1857
SELL		101.83		1083
BUY		98.03			1117
SELL		101.83		1243
BUY		98.03			1176
SELL		101.83		1255
SELL		101.83		1938
BUY		98.03			1222
SELL		101.83		2020
BUY		98.03			1245
SELL		101.83		2094
SELL		101.85		1806
BUY		98.03			1289
SELL		101.85		1998
BUY		98.02			1216
BUY		98.01			1652
SELL		101.85		2067
SELL		101.85		2326
SELL		101.86		2017
BUY		98.01			1799
BUY		98.01			1824
SELL		101.86		2182
SELL		101.87		1075
SELL		101.87		1199
BUY		98.01			2456
SELL		101.87		1914
BUY		98.0			1793
BUY		97.99			1579
SELL		101.87		2098
BUY		97.99			1946
SELL		101.87		2456
BUY		97.99			1988
BUY		97.98			1865
SELL		101.88		1147
BUY		97.98			1916
SELL		101.88		1281
SELL		101.88		1341
BUY		97.97			1047
SELL		101.88		1369
BUY		97.97			1558
SELL		101.88		2235
BUY		97.96			1133
SELL		101.88		2307
SELL		101.89		1201
BUY		97.96			1153
SELL		101.89		1553
SELL		101.89		1569
BUY		97.96			1381
SELL		101.89		1701
BUY		97.96			1927
SELL		101.89		2172
BUY		97.96			2290
SELL		101.9		1391
SELL		101.9		1456
SELL		101.9		1700
BUY		97.95			1645
BUY		97.95			1921
SELL		101.91		1413
SELL		101.91		1880
BUY		97.95			1984
BUY		97.94			1466
SELL		101.91		2075
BUY		97.94			2401
BUY		97.93			1126
BUY		97.93			1197
SELL		101.92		1037
BUY		97.93			1249
SELL		101.92		2167
BUY		97.93			1368
SELL		101.93		1575
BUY		97.93			1711
SELL		101.93		1604
BUY		97.93			1819
SELL		101.93		1805
SELL		101.93		1967
BUY		97.93			1868
BUY		97.93			2286
BUY		97.92			1299
SELL		101.93		2383
BUY		97.92			1350
SELL		101.94		1044
BUY		97.92			2261
SELL		101.94		1826
BUY		97.91			1312
SELL		101.94		2251
SELL		101.94		2447
BUY		97.91			1456
BUY		97.91			1989
BUY		97.91			2127
SELL		101.95		1544
BUY		97.91			2209
SELL		101.95		1851
BUY		97.9			1046
SELL		101.95		1852
BUY		97.9			2005
BUY		97.89			1139
BUY		97.89			2136
SELL		101.95		1980
BUY		97.88			1626
SELL		101.96		1415
BUY		97.88			1762
SELL		101.96		1710
SELL		101.96		2024
BUY		97.88			1961
SELL		101.96		2400
SELL		101.97		1300
BUY		97.87			1092
BUY		97.87			1148
BUY		97.87			1241
SELL		101.97		1555
BUY		97.87			1759
BUY		97.86			1088
SELL		101.97		2246
BUY		97.86			1418
BUY		97.86			1714
SELL		101.97		2428
SELL		101.98		2360
SELL		101.99		1048
BUY		97.85			1278
SELL		101.99		1344
SELL		101.99		1758
BUY		97.84			1520
SELL		101.99		1809
SELL		102.0		1990
BUY		97.84			1792
SELL		102.0		2032
BUY		97.84			1978
SELL		102.0		2125
SELL		102.01		1080
BUY		97.83			1573
SELL		102.01		1124
SELL		102.01		1403
BUY		97.83			1761
SELL		102.01		2408
SELL		102.01		2485
BUY		97.81			1237
BUY		97.81			1554
SELL		102.02		1280
SELL		102.02		2357
BUY		97.81			2232
SELL		102.03		1302
SELL		102.03		1329
BUY		97.8			2206
BUY		97.79			1076
SELL		102.03		1557
BUY		97.79			1140
BUY		97.79			1379
BUY		97.78			1929
BUY		97.77			1056
BUY		97.77			1527
SELL		102.03		1709
SELL		102.03		2019
BUY		97.77			1867
SELL		102.03		2093
BUY		97.76			1281
BUY		97.76			1374
SELL		102.03		2140
SELL		102.04		1050
BUY		97.76			1648
BUY		97.76			2065
SELL		102.04		1718
SELL		102.04		2154
BUY		97.75			1744
SELL		102.04		2248
BUY		97.75			2427
SELL		102.05		2161
BUY		97.75			2428
SELL		102.05		2174
BUY		97.74			1494
SELL		102.06		1207
BUY		97.74			1567
BUY		97.74			2378
SELL		102.06		1614
BUY		97.73			1086
SELL		102.06		1726
SELL		102.06		2033
SELL		102.08		1454
BUY		97.73			1480
BUY		97.73			1596
BUY		97.73			2335
SELL		102.08		1890
SELL		102.08		1895
BUY		97.72			1070
SELL		102.08		2380
SELL		102.08		2443
BUY		97.72			1211
SELL		102.09		1464
BUY		97.72			1221
SELL		102.09		1552
BUY		97.72			1475
BUY		97.72			1644
BUY		97.72			1661
SELL		102.09		2022
BUY		97.72			1943
SELL		102.09		2504
SELL		102.1		1210
SELL		102.1		1764
